reference,longitude,latitude,timestamp,probability of failure,time of day
asset_986,-73.99867286,40.72406995,10/28/12 12:00,1.4099999999999999e-05,noon
asset_987,-73.98828612,40.75848679999999,10/28/12 12:00,0.145502987,noon
asset_988,-73.93859988,40.79940281,10/28/12 12:00,1.98e-05,noon
asset_989,-73.97591538,40.76404942,10/28/12 12:00,3.35e-05,noon
asset_990,-73.95472733,40.78382024,10/28/12 12:00,1.7800000000000002e-05,noon
asset_991,-73.94064208,40.81173296,10/28/12 12:00,1.4300000000000002e-05,noon
asset_992,-73.98844531,40.747069200000006,10/28/12 12:00,5.18e-05,noon
asset_993,-73.97840107,40.72521165,10/28/12 12:00,0.00013158,noon
asset_994,-73.9563385,40.76210494,10/28/12 12:00,0.000364051,noon
asset_995,-74.00867324,40.74925317,10/28/12 12:00,0.00029012,noon
asset_996,-73.95083865,40.77863612,10/28/12 12:00,1.55e-05,noon
asset_997,-73.99143273,40.77053208,10/28/12 12:00,2.64e-05,noon
asset_998,-73.95817487,40.82014474,10/28/12 12:00,0.00024544,noon
asset_999,-73.92666012,40.79144763,10/28/12 12:00,0.000541422,noon
asset_1000,-73.97375600000001,40.73874503,10/28/12 12:00,1.28e-05,noon
asset_1001,-73.95955908,40.758102,10/28/12 12:00,0.002907817,noon
asset_1002,-74.00715598,40.73854946,10/28/12 12:00,5.8200000000000005e-05,noon
asset_1003,-73.95782834,40.77341414,10/28/12 12:00,0.0017700029999999998,noon
asset_1004,-73.96663341,40.76103521,10/28/12 12:00,0.0026819929999999997,noon
asset_1005,-73.91544011,40.86734679,10/28/12 12:00,0.000398956,noon
asset_1006,-73.92961416,40.86615184,10/28/12 12:00,0.000325121,noon
asset_1007,-74.00106533,40.75861909,10/28/12 12:00,0.000102914,noon
asset_1008,-74.01416741,40.71548645,10/28/12 12:00,4.52e-05,noon
asset_1009,-73.9725641,40.79268538,10/28/12 12:00,7.96e-06,noon
asset_1010,-73.95043522,40.80237582,10/28/12 12:00,0.000111242,noon
asset_1011,-73.99956144,40.75366544,10/28/12 12:00,3.34e-05,noon
asset_1012,-73.97125945,40.76237928,10/28/12 12:00,1.3500000000000001e-05,noon
asset_1013,-73.95674357,40.77391923,10/28/12 12:00,8.82e-06,noon
asset_1014,-73.98186623,40.78860635,10/28/12 12:00,9.44e-06,noon
asset_1015,-73.93104007,40.79503246,10/28/12 12:00,3.289999999999999e-05,noon
asset_1016,-73.95561093,40.76150357,10/28/12 12:00,1.62e-05,noon
asset_1017,-73.98360945,40.75185636,10/28/12 12:00,6.45e-05,noon
asset_1018,-73.98420885,40.74712121,10/28/12 12:00,5.21e-05,noon
asset_1019,-73.98545953,40.71467508,10/28/12 12:00,9.04e-05,noon
asset_1020,-73.91145395,40.86990543,10/28/12 12:00,2.3199999999999998e-05,noon
asset_1021,-73.94955665,40.8282583,10/28/12 12:00,0.000284069,noon
asset_1022,-73.94995118,40.78383873,10/28/12 12:00,4.6399999999999996e-05,noon
asset_1023,-73.96664774,40.79766114,10/28/12 12:00,0.00650165,noon
asset_1024,-73.95434779,40.77963027,10/28/12 12:00,2.27e-05,noon
asset_1025,-73.97319227,40.74759022,10/28/12 12:00,2.09e-05,noon
asset_1026,-73.98946878,40.71197434,10/28/12 12:00,0.000697374,noon
asset_1027,-73.93624678,40.81521789,10/28/12 12:00,8.28e-06,noon
asset_1028,-73.99219729,40.73626363,10/28/12 12:00,0.000200073,noon
asset_1029,-73.9826076,40.73906054,10/28/12 12:00,3.32e-05,noon
asset_1030,-73.98907086,40.76826195,10/28/12 12:00,1.74e-05,noon
asset_1031,-73.95329389,40.8139918,10/28/12 12:00,2.6000000000000002e-05,noon
asset_1032,-73.97641052,40.74493339,10/28/12 12:00,4.1200000000000005e-05,noon
asset_1033,-73.94191323,40.83758775,10/28/12 12:00,0.000757095,noon
asset_1034,-74.00518988,40.739843,10/28/12 12:00,0.0010159239999999999,noon
asset_1035,-73.98570449,40.77242003,10/28/12 12:00,0.000398226,noon
asset_1036,-73.94493301,40.82537453,10/28/12 12:00,5.7600000000000004e-05,noon
asset_1037,-73.97843066,40.75043335,10/28/12 12:00,0.000103994,noon
asset_1038,-73.99747191,40.71811631,10/28/12 12:00,0.000223965,noon
asset_1039,-73.91186588,40.87112252,10/28/12 12:00,3.87e-05,noon
asset_1040,-73.93291181,40.84632712,10/28/12 12:00,0.002788852,noon
asset_1041,-73.979778,40.78193316,10/28/12 12:00,0.000350088,noon
asset_1042,-73.9342474,40.86309078,10/28/12 12:00,2.1e-05,noon
asset_1043,-73.93641515,40.84266864,10/28/12 12:00,8.48e-05,noon
asset_1044,-73.95843986,40.75195482,10/28/12 12:00,0.000500445,noon
asset_1045,-73.99106958,40.70994418,10/28/12 12:00,0.000100725,noon
asset_1046,-73.93334615,40.83882338,10/28/12 12:00,3.85e-05,noon
asset_1047,-73.98622984,40.72306667,10/28/12 12:00,6.64e-05,noon
asset_1048,-73.95434947,40.81281363,10/28/12 12:00,5.3400000000000004e-05,noon
asset_1049,-73.98348466,40.75837692,10/28/12 12:00,0.00027192599999999997,noon
asset_1050,-73.91108609,40.87236788,10/28/12 12:00,2.45e-05,noon
asset_1051,-74.00265926,40.75119666,10/28/12 12:00,0.000288422,noon
asset_1052,-73.93904158,40.81789532,10/28/12 12:00,2.78e-05,noon
asset_1053,-73.97345141,40.80077023,10/28/12 12:00,7e-05,noon
asset_1054,-73.97209802,40.76501832,10/28/12 12:00,2.9299999999999997e-05,noon
asset_1055,-74.00414973,40.75248765,10/28/12 12:00,6.28e-05,noon
asset_1056,-73.95480199,40.82722083,10/28/12 12:00,1.9699999999999998e-05,noon
asset_1057,-73.95942374,40.76688588,10/28/12 12:00,4.13e-05,noon
asset_1058,-73.97954115,40.78593033,10/28/12 12:00,3.32e-05,noon
asset_1059,-73.94618764,40.82711312,10/28/12 12:00,0.000257352,noon
asset_1060,-73.95403804,40.78431339,10/28/12 12:00,0.002506466,noon
asset_1061,-73.99070259999999,40.72565065,10/28/12 12:00,2.2800000000000002e-05,noon
asset_1062,-73.97496346,40.73396687,10/28/12 12:00,0.000275946,noon
asset_1063,-73.98093826,40.78366174,10/28/12 12:00,0.00027083,noon
asset_1064,-73.94915197,40.80517075,10/28/12 12:00,1.63e-05,noon
asset_1065,-73.95651288,40.77685396,10/28/12 12:00,2.7000000000000002e-05,noon
asset_1066,-73.99384386,40.73250548,10/28/12 12:00,5.720000000000001e-05,noon
asset_1067,-73.93884852,40.81860139,10/28/12 12:00,3.0299999999999998e-05,noon
asset_1068,-74.01043367,40.70973169,10/28/12 12:00,0.00044535099999999997,noon
asset_1069,-73.91846311,40.87318655,10/28/12 12:00,0.002569329,noon
asset_1070,-74.02371526,40.68508515,10/28/12 12:00,2.61e-05,noon
asset_1071,-73.96207231,40.77076761,10/28/12 12:00,2.05e-05,noon
asset_1072,-74.01229712,40.71993593,10/28/12 12:00,0.000106754,noon
asset_1073,-73.99895725,40.75300462,10/28/12 12:00,0.0008026060000000001,noon
asset_1074,-73.9841885,40.77752037,10/28/12 12:00,0.0009675560000000001,noon
asset_1075,-73.9716464,40.75657526,10/28/12 12:00,3.82e-05,noon
asset_1076,-73.98765127,40.74873333,10/28/12 12:00,0.000133969,noon
asset_1077,-73.93085039,40.85388754,10/28/12 12:00,3.3799999999999995e-05,noon
asset_1078,-73.98489574,40.75345942,10/28/12 12:00,3.21e-05,noon
asset_1079,-73.94380369,40.82625724,10/28/12 12:00,7.75e-05,noon
asset_1080,-73.97741276,40.75431855,10/28/12 12:00,4.02e-05,noon
asset_1081,-73.93187207,40.78673466,10/28/12 12:00,9.04e-05,noon
asset_1082,-74.01397532,40.70602281,10/28/12 12:00,2.02e-05,noon
asset_1083,-73.96300804,40.77713224,10/28/12 12:00,3.53e-05,noon
asset_1084,-73.95310405,40.82336932,10/28/12 12:00,3.77e-05,noon
asset_1085,-73.93663946,40.81339087,10/28/12 12:00,0.000527334,noon
asset_1086,-73.94595813,40.82389469,10/28/12 12:00,9.31e-05,noon
asset_1087,-73.98824851,40.72281468,10/28/12 12:00,1.6899999999999997e-05,noon
asset_1088,-73.92920291,40.86347648,10/28/12 12:00,1.87e-05,noon
asset_1089,-73.97830268,40.78843884,10/28/12 12:00,0.002611546,noon
asset_1090,-73.96805295,40.80393691,10/28/12 12:00,2.08e-05,noon
asset_1091,-73.95942556,40.75861498,10/28/12 12:00,1.58e-05,noon
asset_1092,-73.96689456,40.79966877,10/28/12 12:00,0.000134929,noon
asset_1093,-73.98504112,40.77942403,10/28/12 12:00,0.00045118599999999996,noon
asset_1094,-73.98998837,40.71393142,10/28/12 12:00,3.97e-05,noon
asset_1095,-73.94169487,40.78973303,10/28/12 12:00,6.4e-05,noon
asset_1096,-73.93539247,40.85594732,10/28/12 12:00,4.51e-05,noon
asset_1097,-73.96870373,40.80618295,10/28/12 12:00,0.000240845,noon
asset_1098,-73.96236586,40.79866971,10/28/12 12:00,1.82e-05,noon
asset_1099,-73.93367287,40.78508503,10/28/12 12:00,4.5e-05,noon
asset_1100,-74.00234821,40.75973484,10/28/12 12:00,0.0007457160000000001,noon
asset_1101,-73.98510998,40.77573817,10/28/12 12:00,1.9699999999999998e-05,noon
asset_1102,-73.93806511,40.8085982,10/28/12 12:00,1.18e-05,noon
asset_1103,-73.9502078,40.78149543,10/28/12 12:00,9.53e-05,noon
asset_1104,-74.00604211,40.71279742,10/28/12 12:00,5.41e-05,noon
asset_1105,-73.99435264,40.71188875,10/28/12 12:00,0.000612067,noon
asset_1106,-73.94925412,40.82580027,10/28/12 12:00,3.9e-05,noon
asset_1107,-73.98727925,40.72993993,10/28/12 12:00,2.4e-05,noon
asset_1108,-73.92218725,40.79144809,10/28/12 12:00,8.58e-05,noon
asset_1109,-73.95795714,40.77448389,10/28/12 12:00,0.000249611,noon
asset_1110,-73.97357407,40.78389095,10/28/12 12:00,0.0006528630000000001,noon
asset_1111,-73.92054769,40.86943249,10/28/12 12:00,5.8299999999999994e-05,noon
asset_1112,-74.00178533,40.74525357,10/28/12 12:00,0.000199287,noon
asset_1113,-74.00268811,40.74978053,10/28/12 12:00,0.000200027,noon
asset_1114,-73.91421979,40.86961702,10/28/12 12:00,1.6800000000000002e-05,noon
asset_1115,-73.97079324,40.75923522,10/28/12 12:00,0.000199222,noon
asset_1116,-74.000362,40.71264414,10/28/12 12:00,0.000199704,noon
asset_1117,-73.93103434,40.78267379,10/28/12 12:00,9.790000000000001e-05,noon
asset_1118,-73.95028046,40.79296329,10/28/12 12:00,4.46e-05,noon
asset_1119,-73.97307122,40.78115901,10/28/12 12:00,4.24e-05,noon
asset_1120,-73.96845090000001,40.74729449,10/28/12 12:00,2.99e-05,noon
asset_1121,-73.98256267,40.71259158,10/28/12 12:00,2.14e-05,noon
asset_1122,-73.94738388,40.8014932,10/28/12 12:00,4.970000000000001e-05,noon
asset_1123,-73.94524144,40.78109288,10/28/12 12:00,1.99e-05,noon
asset_1124,-73.99343859999999,40.73831942,10/28/12 12:00,5.5e-05,noon
asset_1125,-73.96099194,40.80439438,10/28/12 12:00,0.000239021,noon
asset_1126,-74.0423338,40.69726196,10/28/12 12:00,2.09e-05,noon
asset_1127,-73.92073101,40.86355522,10/28/12 12:00,5.3400000000000004e-05,noon
asset_1128,-73.97341577,40.79070214,10/28/12 12:00,5.9699999999999994e-05,noon
asset_1129,-73.98654802,40.72337633,10/28/12 12:00,6.74e-05,noon
asset_1130,-73.96943415,40.75039234,10/28/12 12:00,7.3e-05,noon
asset_1131,-73.99500448,40.71555437,10/28/12 12:00,0.002806073,noon
asset_1132,-73.97048194,40.76142748,10/28/12 12:00,0.000473785,noon
asset_1133,-74.00234870000001,40.75389312,10/28/12 12:00,0.000544351,noon
asset_1134,-73.95436308,40.77148036,10/28/12 12:00,0.000687522,noon
asset_1135,-73.9817209,40.78682061,10/28/12 12:00,0.001154663,noon
asset_1136,-73.96182809999999,40.77055222,10/28/12 12:00,4.83e-05,noon
asset_1137,-73.94712609999999,40.7751711,10/28/12 12:00,0.000105445,noon
asset_1138,-73.94408267,40.77466124,10/28/12 12:00,0.001081568,noon
asset_1139,-73.9588583,40.76146682,10/28/12 12:00,7.47e-05,noon
asset_1140,-73.96967669,40.74767727,10/28/12 12:00,9.609999999999999e-05,noon
asset_1141,-74.00072409,40.75867934,10/28/12 12:00,4.5799999999999995e-05,noon
asset_1142,-73.99735186,40.75599466,10/28/12 12:00,0.10276921800000001,noon
asset_1143,-73.99515913,40.72582266,10/28/12 12:00,3.4e-05,noon
asset_1144,-73.92048688,40.86156727,10/28/12 12:00,0.00045739099999999997,noon
asset_1145,-73.91869026,40.86061195,10/28/12 12:00,0.000418195,noon
asset_1146,-73.99780988,40.72829182,10/28/12 12:00,8.83e-05,noon
asset_1147,-73.9260953,40.86724772,10/28/12 12:00,0.000102959,noon
asset_1148,-73.95889608,40.77758011,10/28/12 12:00,9.19e-05,noon
asset_1149,-73.99210913,40.72035151,10/28/12 12:00,4.4200000000000004e-05,noon
asset_1150,-73.93004725,40.87088375,10/28/12 12:00,6.2e-05,noon
asset_1151,-73.96960799,40.76710272,10/28/12 12:00,0.000656287,noon
asset_1152,-74.01973652,40.69022447,10/28/12 12:00,0.000179961,noon
asset_1153,-73.95504042,40.75779234,10/28/12 12:00,0.00030114,noon
asset_1154,-73.91339157,40.87266768,10/28/12 12:00,1.9e-05,noon
asset_1155,-73.9257542,40.78304758,10/28/12 12:00,0.01894167,noon
asset_1156,-73.99987002,40.75246865,10/28/12 12:00,0.000305218,noon
asset_1157,-73.99952176,40.72626443,10/28/12 12:00,0.00024864,noon
asset_1158,-74.00161628,40.71863229,10/28/12 12:00,0.000746625,noon
asset_1159,-73.9652377,40.76479416,10/28/12 12:00,0.000317357,noon
asset_1160,-73.98852309,40.75435327,10/28/12 12:00,0.000236355,noon
asset_1161,-74.01497212,40.71739474,10/28/12 12:00,6.75e-05,noon
asset_1162,-73.96555475,40.76726116,10/28/12 12:00,0.000229281,noon
asset_1163,-73.95880735,40.80562204,10/28/12 12:00,5.739999999999999e-05,noon
asset_1164,-73.96111895,40.77418702,10/28/12 12:00,0.00017730599999999999,noon
asset_1165,-73.91872897,40.86104817,10/28/12 12:00,6.0299999999999995e-05,noon
asset_1166,-74.00384269,40.75273099,10/28/12 12:00,2.8899999999999998e-05,noon
asset_1167,-73.93016448,40.78724505,10/28/12 12:00,8.18e-05,noon
asset_1168,-73.93199323,40.86899405,10/28/12 12:00,4.36e-05,noon
asset_1169,-73.95988126,40.76159526,10/28/12 12:00,4.1899999999999995e-05,noon
asset_1170,-73.96116714,40.76635748,10/28/12 12:00,0.000175156,noon
asset_1171,-73.93984091,40.835578600000005,10/28/12 12:00,7.09e-05,noon
asset_1172,-73.94284754,40.80468063,10/28/12 12:00,6.97e-05,noon
asset_1173,-73.94464059,40.80596579,10/28/12 12:00,5.3e-05,noon
asset_1174,-73.99570390000001,40.71369542,10/28/12 12:00,0.000165579,noon
asset_1175,-73.96572602,40.80893279,10/28/12 12:00,0.000120163,noon
asset_1176,-73.97604179999999,40.76096584,10/28/12 12:00,0.00016545900000000002,noon
asset_1177,-73.99117185,40.72392716,10/28/12 12:00,6.1e-05,noon
asset_1178,-73.93914412,40.8477353,10/28/12 12:00,6.26e-05,noon
asset_1179,-73.98844125,40.75563463,10/28/12 12:00,0.00039655699999999996,noon
asset_1180,-73.99327413,40.73163368,10/28/12 12:00,5.45e-05,noon
asset_1181,-73.96736119,40.76585963,10/28/12 12:00,4.210000000000001e-05,noon
asset_1182,-73.94112059999999,40.83924196,10/28/12 12:00,5.5799999999999994e-05,noon
asset_1183,-73.9439546,40.776953799999994,10/28/12 12:00,3.3299999999999996e-05,noon
asset_1184,-73.97205491,40.78737681,10/28/12 12:00,2e-06,noon
asset_1185,-73.96107741,40.76973514,10/28/12 12:00,9.300000000000001e-05,noon
asset_1186,-73.97937546,40.7480119,10/28/12 12:00,5.99e-05,noon
asset_1187,-73.95203607,40.81296067,10/28/12 12:00,2.51e-05,noon
asset_1188,-73.96488343,40.76053339,10/28/12 12:00,9.96e-05,noon
asset_1189,-74.01703776,40.69230586,10/28/12 12:00,8.51e-05,noon
asset_1190,-73.93372423,40.79382887,10/28/12 12:00,5.3299999999999995e-05,noon
asset_1191,-73.94603675,40.78414331,10/28/12 12:00,4.6399999999999996e-05,noon
asset_1192,-73.94084316,40.84598662,10/28/12 12:00,4.270000000000001e-05,noon
asset_1193,-73.98590883,40.77483354,10/28/12 12:00,0.004044614,noon
asset_1194,-74.00078209,40.72832641,10/28/12 12:00,3.26e-05,noon
asset_1195,-73.93811201,40.78998778,10/28/12 12:00,6.08e-05,noon
asset_1196,-73.99150688,40.76958316,10/28/12 12:00,0.000109464,noon
asset_1197,-73.9818796,40.74609539,10/28/12 12:00,0.000100409,noon
asset_1198,-73.93205996,40.78774926,10/28/12 12:00,9.32e-05,noon
asset_1199,-74.0159577,40.70354839,10/28/12 12:00,8.63e-05,noon
asset_1200,-74.0015089,40.71259533,10/28/12 12:00,0.000264582,noon
asset_1201,-73.95802918,40.81965327,10/28/12 12:00,4.45e-05,noon
asset_1202,-73.94428003,40.79168424,10/28/12 12:00,0.00013832299999999998,noon
asset_1203,-73.99194036,40.72550855,10/28/12 12:00,9.7e-05,noon
asset_1204,-73.99374870000001,40.73557132,10/28/12 12:00,8.92e-05,noon
asset_1205,-73.95847508,40.76929945,10/28/12 12:00,4.09e-05,noon
asset_1206,-73.99668248,40.75009802,10/28/12 12:00,7.08e-05,noon
asset_1207,-73.95442544,40.81445,10/28/12 12:00,4.79e-05,noon
asset_1208,-73.97963702,40.71117828,10/28/12 12:00,0.000282845,noon
asset_1209,-73.92165688,40.78693893,10/28/12 12:00,0.00038458,noon
asset_1210,-73.97100836,40.79195041,10/28/12 12:00,0.000137506,noon
asset_1211,-73.95929698,40.76810916,10/28/12 12:00,8.62e-05,noon
asset_1212,-73.99571996,40.72590454,10/28/12 12:00,6.11e-05,noon
asset_1213,-73.95017023,40.77740745,10/28/12 12:00,5.9999999999999995e-05,noon
asset_1214,-73.99915625,40.71604429,10/28/12 12:00,0.0013985529999999999,noon
asset_1215,-73.95625524,40.80044388,10/28/12 12:00,0.000140542,noon
asset_1216,-73.94643838,40.81085512,10/28/12 12:00,0.00490465,noon
asset_1217,-73.93053005,40.80292776,10/28/12 12:00,3.0799999999999996e-05,noon
asset_1218,-73.94398122,40.82876779,10/28/12 12:00,1.63e-05,noon
asset_1219,-73.93212478,40.78401551,10/28/12 12:00,0.000437769,noon
asset_1220,-73.91945814,40.78941364,10/28/12 12:00,6.96e-05,noon
asset_1221,-73.92362135,40.78715473,10/28/12 12:00,9.9e-05,noon
asset_1222,-74.01329459,40.70712347,10/28/12 12:00,0.000186144,noon
asset_1223,-73.97817346,40.76562013,10/28/12 12:00,4.0799999999999996e-05,noon
asset_1224,-73.93537295,40.84800706,10/28/12 12:00,4.1200000000000005e-05,noon
asset_1225,-73.95233370000001,40.77256962,10/28/12 12:00,0.000251228,noon
asset_1226,-73.96208205,40.75822731,10/28/12 12:00,0.00042274699999999996,noon
asset_1227,-73.97835337,40.74392649,10/28/12 12:00,0.000252866,noon
asset_1228,-74.00740776,40.73651595,10/28/12 12:00,9.559999999999999e-05,noon
asset_1229,-73.96026993,40.80443711,10/28/12 12:00,0.000416905,noon
asset_1230,-73.99133749,40.77619232,10/28/12 12:00,8.590000000000001e-05,noon
asset_1231,-73.9937271,40.74119805,10/28/12 12:00,0.000323114,noon
asset_1232,-73.93604544,40.82957207,10/28/12 12:00,0.001858662,noon
asset_1233,-74.00441059,40.71676629,10/28/12 12:00,0.00042714,noon
asset_1234,-73.9403475,40.82386083,10/28/12 12:00,8.64e-06,noon
asset_1235,-73.97748732,40.74315603,10/28/12 12:00,0.00043445699999999996,noon
asset_1236,-73.95013648,40.79896009,10/28/12 12:00,0.00026503,noon
asset_1237,-73.92944373,40.78407164,10/28/12 12:00,2.8600000000000004e-05,noon
asset_1238,-73.9218615,40.85886931,10/28/12 12:00,4.83e-05,noon
asset_1239,-73.98971032,40.757103,10/28/12 12:00,0.000187309,noon
asset_1240,-73.98118259999998,40.79092122,10/28/12 12:00,9.09e-05,noon
asset_1241,-73.97123888,40.75230171,10/28/12 12:00,0.00570753,noon
asset_1242,-73.92852147,40.78206425,10/28/12 12:00,3.04e-05,noon
asset_1243,-73.92395162,40.86039935,10/28/12 12:00,0.000188863,noon
asset_1244,-73.98263107,40.73507612,10/28/12 12:00,4e-05,noon
asset_1245,-73.93570658,40.80369806,10/28/12 12:00,0.000182919,noon
asset_1246,-73.98617417,40.749961,10/28/12 12:00,0.000505178,noon
asset_1247,-73.92437237,40.8601687,10/28/12 12:00,0.00015749200000000002,noon
asset_1248,-73.93670332,40.86068328,10/28/12 12:00,0.000334935,noon
asset_1249,-73.95121189,40.76176827,10/28/12 12:00,5.6399999999999995e-05,noon
asset_1250,-73.98707309,40.76473451,10/28/12 12:00,4.28e-05,noon
asset_1251,-73.99363588,40.71129315,10/28/12 12:00,7.7e-05,noon
asset_1252,-74.00167808,40.75839132,10/28/12 12:00,0.000500895,noon
asset_1253,-73.97688762,40.74355618,10/28/12 12:00,2.27e-05,noon
asset_1254,-73.95746384,40.77180277,10/28/12 12:00,5.520000000000001e-05,noon
asset_1255,-73.92691059999999,40.78338688,10/28/12 12:00,6.29e-05,noon
asset_1256,-73.94996888,40.81452378,10/28/12 12:00,5.739999999999999e-05,noon
asset_1257,-73.95670015,40.78086473,10/28/12 12:00,4.2e-05,noon
asset_1258,-73.97691084,40.75740796,10/28/12 12:00,0.000176517,noon
asset_1259,-73.9954249,40.7194165,10/28/12 12:00,9.46e-05,noon
asset_1260,-73.97021879,40.75603727,10/28/12 12:00,0.000283014,noon
asset_1261,-73.94211876,40.81014072,10/28/12 12:00,0.00023613,noon
asset_1262,-73.94925490000001,40.81404667,10/28/12 12:00,0.000301045,noon
asset_1263,-73.94110213,40.84578512,10/28/12 12:00,6.13e-05,noon
asset_1264,-73.94487022,40.82076099,10/28/12 12:00,7.15e-05,noon
asset_1265,-73.9806898,40.73519196,10/28/12 12:00,2.8000000000000003e-05,noon
asset_1266,-73.98518567,40.71749082,10/28/12 12:00,0.000215937,noon
asset_1267,-73.95920379,40.75784229,10/28/12 12:00,8.420000000000001e-05,noon
asset_1268,-73.96479396,40.75473303,10/28/12 12:00,0.00016477400000000002,noon
asset_1269,-73.99280554,40.72105412,10/28/12 12:00,5.660000000000001e-05,noon
asset_1270,-73.9879933,40.72501555,10/28/12 12:00,9.279999999999999e-05,noon
asset_1271,-73.91487323,40.86879009,10/28/12 12:00,0.000352376,noon
asset_1272,-73.95625485,40.80405843,10/28/12 12:00,6.7e-05,noon
asset_1273,-73.99683023,40.74190446,10/28/12 12:00,0.000112605,noon
asset_1274,-73.93851690000001,40.84422333,10/28/12 12:00,5.98e-05,noon
asset_1275,-73.91787369,40.79761531,10/28/12 12:00,0.000176368,noon
asset_1276,-73.92584973,40.87062917,10/28/12 12:00,0.00071513,noon
asset_1277,-74.00330598,40.72302774,10/28/12 12:00,4.02e-05,noon
asset_1278,-73.96030277,40.75945776,10/28/12 12:00,8.23e-05,noon
asset_1279,-73.94800214,40.79485509,10/28/12 12:00,8.05e-05,noon
asset_1280,-73.95159319,40.76753769,10/28/12 12:00,7.219999999999999e-05,noon
asset_1281,-73.98852357,40.71913124,10/28/12 12:00,8.499999999999999e-05,noon
asset_1282,-74.01157492,40.70706272,10/28/12 12:00,0.000232896,noon
asset_1283,-73.97018581,40.75436656,10/28/12 12:00,0.00010242899999999999,noon
asset_1284,-73.97141694,40.80482862,10/28/12 12:00,0.000464635,noon
asset_1285,-73.99544876,40.75325497,10/28/12 12:00,0.000115617,noon
asset_1286,-73.9311731,40.84560139,10/28/12 12:00,0.000125882,noon
asset_1287,-73.99562906,40.76635747,10/28/12 12:00,0.00044970800000000005,noon
asset_1288,-73.96379987,40.80975266,10/28/12 12:00,7.4e-05,noon
asset_1289,-74.00641013,40.72125777,10/28/12 12:00,8.170000000000001e-05,noon
asset_1290,-73.97853848,40.73640194,10/28/12 12:00,6.04e-05,noon
asset_1291,-73.96719122,40.76311357,10/28/12 12:00,0.000108178,noon
asset_1292,-73.98625894,40.72634345,10/28/12 12:00,0.00024776599999999996,noon
asset_1293,-74.00825667,40.71671879,10/28/12 12:00,8.340000000000001e-05,noon
asset_1294,-74.00549706,40.72039358,10/28/12 12:00,0.000157794,noon
asset_1295,-73.98618687,40.75760565,10/28/12 12:00,6.790000000000001e-05,noon
asset_1296,-73.93462737,40.80809541,10/28/12 12:00,9.87e-05,noon
asset_1297,-73.94532398,40.78054255,10/28/12 12:00,9.81e-05,noon
asset_1298,-73.94769553,40.81955916,10/28/12 12:00,7.18e-05,noon
asset_1299,-74.00679803,40.72553758,10/28/12 12:00,3.5799999999999996e-05,noon
asset_1300,-73.94615163,40.83438839,10/28/12 12:00,5.5299999999999996e-05,noon
asset_1301,-74.00066497,40.75454788,10/28/12 12:00,9.350000000000001e-05,noon
asset_1302,-73.97937197,40.78768524,10/28/12 12:00,7.340000000000001e-05,noon
asset_1303,-73.93418589,40.81505428,10/28/12 12:00,0.000171,noon
asset_1304,-74.02079634,40.68549149,10/28/12 12:00,8.14e-05,noon
asset_1305,-73.92455195,40.85440314,10/28/12 12:00,9.98e-05,noon
asset_1306,-73.94288994,40.83332469,10/28/12 12:00,0.001336059,noon
asset_1307,-73.97748715,40.78049887,10/28/12 12:00,5.79e-05,noon
asset_1308,-73.98128322,40.7910891,10/28/12 12:00,6.29e-05,noon
asset_1309,-73.98064323,40.72255015,10/28/12 12:00,0.000150876,noon
asset_1310,-73.98466017,40.74655061,10/28/12 12:00,8.58e-05,noon
asset_1311,-73.96003644,40.77412534,10/28/12 12:00,7.85e-05,noon
asset_1312,-73.99921105,40.75849321,10/28/12 12:00,0.00010033,noon
asset_1313,-73.94184562,40.82545176,10/28/12 12:00,7.08e-05,noon
asset_1314,-74.01214729,40.69220341,10/28/12 12:00,3.6e-05,noon
asset_1315,-73.92339711,40.87296622,10/28/12 12:00,8.290000000000001e-05,noon
asset_1316,-73.98509628,40.75703054,10/28/12 12:00,0.00012298,noon
asset_1317,-74.01265357,40.70465447,10/28/12 12:00,3.9899999999999994e-05,noon
asset_1318,-73.94407697,40.79836647,10/28/12 12:00,0.0020077370000000003,noon
asset_1319,-73.94893293,40.79697295,10/28/12 12:00,0.0007223630000000001,noon
asset_1320,-73.94130554,40.80268564,10/28/12 12:00,4.59e-05,noon
asset_1321,-73.95719826,40.78480381,10/28/12 12:00,6.28e-05,noon
asset_1322,-74.00474074,40.70771004,10/28/12 12:00,0.000104905,noon
asset_1323,-73.98146166,40.72154807,10/28/12 12:00,0.000266233,noon
asset_1324,-73.96444075,40.79886046,10/28/12 12:00,4.35e-05,noon
asset_1325,-73.95205096,40.81542009,10/28/12 12:00,0.00011164299999999999,noon
asset_1326,-73.97449864,40.74107344,10/28/12 12:00,0.000112875,noon
asset_1327,-73.9721088,40.74753411,10/28/12 12:00,8.39e-05,noon
asset_1328,-73.98345741,40.75807739,10/28/12 12:00,9.91e-05,noon
asset_1329,-73.92449536,40.79068992,10/28/12 12:00,5.28e-05,noon
asset_1330,-73.99777612,40.75217762,10/28/12 12:00,5.47e-05,noon
asset_1331,-73.96629082,40.81238905,10/28/12 12:00,0.000140874,noon
asset_1332,-74.02007045,40.68900616,10/28/12 12:00,7.020000000000001e-05,noon
asset_1333,-73.94294316,40.82977758,10/28/12 12:00,7.900000000000001e-05,noon
asset_1334,-73.98440412,40.76827664,10/28/12 12:00,0.000254402,noon
asset_1335,-73.97867904,40.79323872,10/28/12 12:00,0.000341849,noon
